"Locus_Tag","Gene_Name","logFC","AveExpr","P.Value","adj.P.Val","B"
"PA1091","fgtA",-0.688233591821233,4.13191076834941,0.024893414674134,0.0551279389018861,-4.74804062493861
"PA1308",NA,0.52001768003069,3.78113192769575,0.0248634586572918,0.0551279389018861,-4.74689177601636
"PA2138","ligD",-0.440851952477848,2.80312001852413,0.0248968650598609,0.0551279389018861,-4.74817285927143
"ig_495",NA,0.401488403981981,9.69239759094378,0.0248744257666841,0.0551279389018861,-4.74731254416839
"PA1185",NA,0.489423591905199,3.20939912940386,0.0249665749028141,0.0552563885969966,-4.75084039231106
"PA4247","rplR",-0.512516631302303,8.54686761530084,0.0250276678921025,0.0553656559505388,-4.75317184856096
"PA3909","eddB",-0.373377026237577,4.76261253374785,0.0251462769494908,0.0556019972062009,-4.75768145379158
"PA2973",NA,-0.482565300999532,5.30294290407072,0.0251851727659494,0.055661942430313,-4.75915550040366
"PA1578",NA,0.553316400318816,3.0493526277234,0.0252801224242639,0.0558456586575296,-4.76274394320096
"PA4960",NA,0.439592510933536,3.975402339785,0.0255107267766833,0.0563287342525831,-4.77140131835409
"PA0856",NA,0.548582889855131,7.80915056948189,0.0258620695989859,0.0570778293065469,-4.78443662466454
"PA0296","spuI",-0.44255272486504,6.29545758507591,0.0261240762649327,0.0576291509571588,-4.7940383901134
"ig_863",NA,0.460852435460668,3.39466595414872,0.0261494192359898,0.0576319947364481,-4.79496182894529
"PA3571","mmsR",0.416519810375593,4.32902059961537,0.0261497702138912,0.0576319947364481,-4.79497461124081
"PA4563","rpsT",0.489154193098518,9.11801343852092,0.0261953390538335,0.0577054973653244,-4.79663267639457
"PA2379",NA,0.530788111132166,4.77920896824919,0.0262802541121875,0.0578655665136884,-4.79971441936289
"PA5197","rimK",-0.484979825170535,3.48381491153909,0.026362798732394,0.0580083998920021,-4.80270024366538
"PA1045",NA,0.40791547006489,4.50626899215405,0.0263696876070566,0.0580083998920021,-4.80294899086669
"PA5030",NA,0.521489898625241,4.76600478844335,0.0264595657239044,0.0581790171852889,-4.80618819130394
"PA1689",NA,-0.492473287998943,4.59066916115898,0.0267619900834735,0.058816602682292,-4.81700426193155
"PA0903","alaS",-0.417243186354858,4.3862555144246,0.0268058157395453,0.0588855198780803,-4.8185611318391
"PA0926",NA,-0.581123934087544,4.60288862342451,0.0268468624820374,0.058948271270415,-4.82001688810607
"PA5472",NA,0.46525447030588,4.23480316688261,0.0269150276383084,0.0590704811969008,-4.82242932265475
"PA1544","anr",0.523935790273855,6.78620312261503,0.0269701794239364,0.0591640303851611,-4.8243765619773
"PA2777",NA,0.453211827164476,3.46579611113945,0.0270132821488078,0.0592310731610117,-4.8258955096207
"PA0813",NA,0.54692946270404,4.53007469042789,0.0271123179458536,0.0594206392845784,-4.82937603419793
"PA4790",NA,0.408037654926129,4.09214501689258,0.0272915449775653,0.0597766230077312,-4.83564136740193
"PA5198",NA,0.387331710666708,4.62420554727092,0.0273000584009478,0.0597766230077312,-4.83593791147419
"PA1222",NA,-0.381724027538737,4.53163785646345,0.0274896308246014,0.0601638213088935,-4.84251642877435
"PA4868","ureC",-0.776160177594672,4.21735580460988,0.027507521725256,0.0601750926856805,-4.843134841092
"PA0567",NA,0.601752154451653,4.50489709901672,0.0275347554677696,0.0602067824417944,-4.84407539400405
"PA5214","gcvH1",0.43394769504578,5.38556132453565,0.0276389987462281,0.0604067520029779,-4.8476666634511
"PA3704","wspE",-0.620236874584244,4.49351412793946,0.027948279425827,0.0610544513081318,-4.85823940007233
"PA0444",NA,0.41333217483665,3.09288594393134,0.0280006798951378,0.0611406431552176,-4.86001865531894
"PA1044",NA,0.451163017339785,3.40955706036439,0.0280139664937823,0.0611413880545905,-4.86046925115374
"PA5166","dctD",-0.512626916215998,3.93256994124544,0.0280502074734848,0.0611922078047431,-4.86169718347378
